dataset,seq,frame,class,track_id,gt_id_new,no_box,f_weak,f_comp,f_swap,r_weak,r_comp,r_swap
MOT20,V004,65,S_r,2337,297,0,0.534254,0.416191,-0.622273,0.996092,0.841893,0.983350
MOT20,V004,87,S_h,2201,376,0,0.592145,0.057781,-1.129885,0.996662,0.301466,0.802283
MOT20,V004,89,S_h,2216,269,0,0.497024,0.000000,-1.463840,0.995611,0.226412,0.554386
MOT20,V004,95,S_r,2366,169,0,0.096733,0.803550,0.009354,0.886860,0.999882,0.999692
MOT20,V004,97,S_c,2370,135,0,0.444663,0.154255,-1.222584,0.994710,0.446051,0.742408
MOT20,V004,110,S_h,2185,169,0,0.526427,0.390788,-0.815403,0.995989,0.811866,0.944455
MOT20,V004,117,S_r,2201,381,0,0.266167,0.450996,-0.640735,0.985581,0.878336,0.980838
MOT20,V004,118,S_r,2383,145,0,0.595810,0.274805,-0.939477,0.996702,0.647349,0.900269
MOT20,V004,118,S_r,2385,215,0,0.072800,0.545513,-0.257591,0.812529,0.950965,0.998490
MOT20,V004,119,S_h,2183,283,0,0.431609,0.290755,-0.342631,0.994412,0.673077,0.997530
MOT20,V004,119,S_r,2388,427,0,0.146575,0.683765,-0.289992,0.950358,0.996008,0.998168
MOT20,V004,121,S_h,2163,427,0,0.345571,0.053270,-1.447675,0.991472,0.295578,0.568026
MOT20,V004,122,S_r,2214,381,0,0.059177,0.665217,-0.393052,0.739025,0.993219,0.996645
MOT20,V004,123,S_r,2386,220,0,0.077313,0.472042,-0.645288,0.830829,0.897803,0.980130
MOT20,V004,130,S_r,2386,215,0,0.029537,0.395136,-1.147762,0.392192,0.817121,0.791047
MOT20,V004,131,S_h,2351,220,0,0.633777,0.339862,-0.804023,0.996982,0.746367,0.947785
MOT20,V004,134,S_r,2221,378,0,0.062678,0.360576,-1.041173,0.761283,0.774121,0.852232
MOT20,V004,142,S_h,2402,174,0,0.172710,0.562829,-0.588849,0.964789,0.960375,0.987151
MOT20,V004,158,S_c,2416,243,0,0.363205,0.316709,-1.015391,0.992280,0.713124,0.865271
MOT20,V004,166,S_r,2421,224,0,0.068357,0.413310,-0.659896,0.792102,0.838618,0.977931
MOT20,V004,168,S_r,2423,170,0,0.063083,0.645134,-0.406329,0.763668,0.989022,0.996399
MOT20,V004,170,S_r,2386,220,0,0.068524,0.265415,-1.351791,0.792882,0.631846,0.647715
MOT20,V004,182,S_r,2419,26,0,0.050142,0.680121,-0.424923,0.667509,0.995513,0.995962
MOT20,V004,184,S_r,2427,169,0,0.217506,0.507169,-0.502944,0.978182,0.925800,0.993368
MOT20,V004,206,S_h,2185,169,0,0.358851,0.347233,-1.046304,0.992077,0.756569,0.849496
MOT20,V004,213,S_r,2404,81,0,0.068528,0.669899,-0.112082,0.792908,0.993984,0.999416
MOT20,V004,215,S_r,2445,205,0,0.097143,0.498796,-0.358645,0.887752,0.919565,0.997281
MOT20,V004,216,S_r,2333,81,0,0.090225,0.668334,-0.439027,0.871336,0.993747,0.995627
MOT20,V004,218,S_r,2382,215,0,0.121699,0.522549,-0.864755,0.927591,0.936609,0.928623
MOT20,V004,222,S_h,2330,215,0,0.424104,0.391974,-0.883806,0.994225,0.813346,0.922030
MOT20,V004,238,S_r,2098,380,0,0.051524,0.220243,-1.406469,0.679952,0.556498,0.602936
MOT20,V004,239,S_r,2143,380,0,0.197152,0.250137,-1.283908,0.973303,0.606518,0.699438
MOT20,V004,240,S_h,2404,81,0,0.335812,0.422326,-0.914168,0.990965,0.848679,0.910517
MOT20,V004,245,S_h,2333,81,0,0.192046,0.366530,-1.013339,0.971834,0.781767,0.866273
MOT20,V004,296,S_r,2455,169,0,0.057393,0.638324,-0.413484,0.726684,0.987567,0.996240
MOT20,V004,297,S_h,2451,170,0,0.581269,0.171463,-1.098190,0.996552,0.474198,0.821358
MOT20,V004,307,S_r,2494,81,0,0.201528,0.578522,-0.549876,0.974434,0.967795,0.990697
MOT20,V004,316,S_c,2499,261,0,0.491443,0.149226,-1.038919,0.995538,0.437951,0.853416
MOT20,V004,332,S_h,2185,170,0,0.190621,0.420220,-0.873478,0.971396,0.846419,0.925672
MOT20,V004,333,S_h,2451,170,0,0.076081,0.398138,-1.046331,0.826076,0.820697,0.849483
MOT20,V004,335,S_r,2481,424,0,0.042349,0.648274,-0.454200,0.584062,0.989710,0.995157
MOT20,V004,338,S_r,2513,224,0,0.047963,0.716716,-0.228669,0.646231,0.998629,0.998747
MOT20,V004,340,S_h,2421,224,0,0.175000,0.321723,-1.093320,0.965801,0.720520,0.824192
MOT20,V004,342,S_r,2516,170,0,0.116858,0.731871,0.005249,0.921423,0.999094,0.999688
MOT20,V004,351,S_c,2527,1167,0,0.331092,0.431891,-0.664833,0.990704,0.859025,0.977186
MOT20,V004,365,S_r,2537,208,0,0.174713,0.558702,-0.260535,0.965687,0.958249,0.998460
MOT20,V004,366,S_h,2100,247,0,0.571409,0.082741,-1.051981,0.996459,0.335867,0.846518
MOT20,V004,372,S_r,2352,26,0,0.124836,0.527076,-0.520705,0.931236,0.939639,0.992453
MOT20,V004,376,S_r,2419,81,0,0.113521,0.664519,-0.606147,0.916823,0.993104,0.985201
MOT20,V004,394,S_r,2455,170,0,0.125035,0.545977,-0.434597,0.931467,0.951238,0.995744
MOT20,V004,395,S_r,2516,169,0,0.247065,0.476690,-0.663916,0.983300,0.901707,0.977324
MOT20,V004,396,S_c,2549,81,0,0.414393,0.422639,-0.506648,0.994000,0.849047,0.993204
MOT20,V004,408,S_r,2419,26,0,0.048207,0.538196,-0.817622,0.648701,0.946639,0.943853
MOT20,V004,413,S_r,2198,262,0,0.054644,0.651011,-0.080563,0.706016,0.990295,0.999517
MOT20,V004,414,S_h,2544,169,0,0.388654,0.351458,-0.958520,0.993193,0.762231,0.892116
MOT20,V004,416,S_c,2562,110,0,0.488694,0.183092,-1.249462,0.995503,0.493624,0.724295
MOT20,V004,422,S_h,2115,1117,0,0.269578,0.301207,-1.011837,0.985938,0.689540,0.867025
MOT20,V004,423,S_r,2059,223,0,0.037173,0.522668,-0.839973,0.515326,0.936680,0.937021
MOT20,V004,423,S_h,2097,1117,0,0.309320,0.413176,-0.936645,0.989375,0.838466,0.901423
MOT20,V004,426,S_h,2398,262,0,0.127133,0.398534,-1.004896,0.933732,0.821193,0.870429
MOT20,V004,429,S_h,2198,262,0,0.594664,0.063704,-1.292112,0.996689,0.309366,0.693397
MOT20,V004,431,S_r,2455,169,0,0.037122,0.502470,-0.915517,0.514593,0.922304,0.909962
MOT20,V004,431,S_r,2544,170,0,0.053721,0.496704,-0.879171,0.698645,0.917977,0.923720
MOT20,V004,432,S_h,2079,195,0,0.428697,0.222613,-1.086953,0.994344,0.560441,0.827731
MOT20,V004,440,S_r,2276,224,0,0.012292,0.662378,-0.416634,0.078600,0.992695,0.996166
MOT20,V004,444,S_r,2059,222,0,0.076551,0.266727,-1.384413,0.827924,0.634026,0.621290
MOT20,V004,446,S_h,2134,193,0,0.214373,0.367896,-1.112172,0.977519,0.783487,0.813068
MOT20,V004,449,S_r,2059,224,0,0.111454,0.303470,-1.224011,0.913710,0.693066,0.741527
MOT20,V004,450,S_r,2065,193,0,0.394173,0.506922,-0.582952,0.993390,0.925587,0.987755
MOT20,V004,450,S_r,2315,194,0,0.081233,0.359374,-0.909381,0.844673,0.772527,0.912314
MOT20,V004,455,S_r,2079,192,0,0.229309,0.479935,-0.854751,0.980419,0.904435,0.932080
MOT20,V004,459,S_r,2276,224,0,0.053001,0.312874,-1.269817,0.692576,0.707384,0.709678
MOT20,V004,478,S_r,2352,26,0,0.068946,0.676319,-0.186410,0.795045,0.995003,0.999044
MOT20,V004,479,S_h,2419,88,0,0.388485,0.409048,-0.831917,0.993185,0.833639,0.939486
MOT20,V004,485,S_h,2077,230,0,0.661051,0.065275,-0.858734,0.997158,0.311477,0.930710
MOT20,V004,485,S_r,2097,234,0,0.063743,0.445851,-0.862256,0.767509,0.873334,0.929523
MOT20,V004,485,S_r,2207,1117,0,0.180538,0.484835,-0.913903,0.967912,0.908551,0.910615
MOT20,V004,489,S_h,2568,228,0,0.380486,0.190801,-0.948200,0.992895,0.506594,0.896569
MOT20,V004,506,S_h,2499,128,0,0.238139,0.461801,-0.768344,0.981958,0.888595,0.957133
MOT20,V004,506,S_r,2073,233,0,0.125740,0.295456,-1.221582,0.932245,0.680477,0.743108
MOT20,V004,508,S_r,2155,128,0,0.196660,0.523646,-0.720526,0.973172,0.937374,0.967657
MOT20,V004,511,S_h,2116,132,0,0.543363,0.434349,-0.806214,0.996189,0.861616,0.947145
MOT20,V004,519,S_h,2604,164,0,0.402980,0.320945,-1.055783,0.993655,0.719400,0.844519
MOT20,V004,529,S_h,2623,72,0,0.175877,0.642467,-0.610812,0.966153,0.988449,0.984650
MOT20,V004,542,S_r,2073,132,0,0.155710,0.270920,-1.309669,0.956249,0.640912,0.680396
MOT20,V004,555,S_r,2056,226,0,0.106916,0.601412,-0.446028,0.906495,0.976995,0.995405
MOT20,V004,563,S_h,2405,72,0,0.186127,0.349874,-1.003111,0.969899,0.760089,0.871301
MOT20,V004,564,S_h,2623,72,0,0.252943,0.473933,-0.895422,0.984033,0.899421,0.917715
MOT20,V004,565,S_h,2405,72,0,0.172694,0.383602,-0.966496,0.964783,0.803087,0.888591
MOT20,V004,574,S_h,2172,170,0,0.495911,0.357699,-0.661249,0.995598,0.770368,0.977733
MOT20,V004,578,S_h,2432,167,0,0.631445,0.278893,-0.585263,0.996961,0.654058,0.987505
MOT20,V004,597,S_r,2663,91,0,0.113744,0.707399,-0.104782,0.917128,0.998195,0.999435
MOT20,V004,599,S_h,2470,91,0,0.151863,0.340299,-1.085016,0.953902,0.746970,0.828754
MOT20,V004,601,S_h,2332,167,0,0.740131,0.000000,-1.207633,0.997493,0.226412,0.752359
MOT20,V004,601,S_r,2544,169,0,0.164390,0.551913,-0.744540,0.960962,0.954552,0.962681
MOT20,V004,611,S_h,2522,168,0,0.601306,0.000621,-1.261764,0.996742,0.227606,0.715451
MOT20,V004,627,S_r,2651,159,0,0.116024,0.635250,-0.161183,0.920320,0.986799,0.999193
MOT20,V004,630,S_r,2472,159,0,0.079183,0.561905,-0.433745,0.837581,0.959924,0.995766
MOT20,V004,633,S_r,2455,170,0,0.065146,0.630712,-0.248423,0.775379,0.985765,0.998577
MOT20,V004,642,S_r,2697,1182,0,0.228195,0.685080,-0.088696,0.980215,0.996154,0.999489
MOT20,V004,646,S_h,2172,170,0,0.488978,0.033966,-1.362174,0.995506,0.271202,0.639362
MOT20,V004,648,S_c,2705,1182,0,0.686465,0.193203,-0.858224,0.997274,0.510665,0.930912
MOT20,V004,651,S_h,2455,170,0,0.413821,0.168522,-1.240560,0.993987,0.469424,0.730354
MOT20,V004,656,S_r,2470,65,0,0.061168,0.687904,-0.121856,0.751922,0.996503,0.999380
MOT20,V004,658,S_r,2710,69,0,0.186801,0.804152,-0.206006,0.970124,0.999884,0.998910
MOT20,V004,658,S_r,2313,77,0,0.159500,0.419493,-0.885092,0.958415,0.845599,0.921563
MOT20,V004,659,S_h,2713,89,0,0.522284,0.442836,-0.595032,0.995940,0.870351,0.986474
MOT20,V004,660,S_h,2651,1117,0,0.545591,0.385915,-0.605479,0.996206,0.805939,0.985280
MOT20,V004,661,S_r,2615,69,0,0.060812,0.667899,-0.575731,0.749673,0.993676,0.988517
MOT20,V004,664,S_h,2531,65,0,0.189535,0.274532,-1.257885,0.971028,0.646884,0.718317
MOT20,V004,665,S_r,2722,153,0,0.382294,0.588769,-0.246002,0.992966,0.972111,0.998593
MOT20,V004,667,S_r,2356,77,0,0.041517,0.414938,-1.100550,0.573803,0.840493,0.819984
MOT20,V004,670,S_h,2470,65,0,0.697911,0.165643,-1.061795,0.997331,0.464678,0.841308
MOT20,V004,670,S_r,2677,143,0,0.164583,0.513581,-0.514925,0.961064,0.930453,0.992775
MOT20,V004,671,S_r,2402,146,0,0.313252,0.404554,-0.735297,0.989637,0.828415,0.964701
MOT20,V004,671,S_h,2716,174,0,0.322936,0.366464,-0.824165,0.990241,0.781683,0.941857
MOT20,V004,672,S_c,2727,125,0,0.293811,0.232411,-1.090301,0.988208,0.576937,0.825953
MOT20,V004,673,S_h,2510,153,0,0.308207,0.144090,-1.209189,0.989309,0.429849,0.751375
MOT20,V004,690,S_h,2496,143,0,0.600927,0.353590,-0.670159,0.996740,0.765040,0.976320
MOT20,V004,693,S_r,2710,69,0,0.257052,0.736769,-0.250668,0.984515,0.999203,0.998553
MOT20,V004,694,S_h,2615,69,0,0.204827,0.526132,-0.747045,0.975306,0.939024,0.962098
MOT20,V004,694,S_h,2677,146,0,0.379971,0.187876,-1.202242,0.992871,0.501626,0.756004
MOT20,V004,696,S_r,2409,126,0,0.040929,0.390542,-1.164106,0.566482,0.811563,0.780665
MOT20,V004,697,S_h,2314,126,0,0.568006,0.161849,-0.840344,0.996422,0.458437,0.936899
MOT20,V004,697,S_r,2375,146,0,0.007907,0.407446,-1.150037,0.027264,0.831783,0.789585
MOT20,V004,698,S_h,2479,172,0,0.213465,0.457360,-0.921812,0.977316,0.884420,0.907455
MOT20,V004,698,S_h,2677,173,0,0.588075,0.150521,-0.819538,0.996612,0.440017,0.943295
MOT20,V004,698,S_h,2402,1118,0,0.955751,0.036482,-0.338592,0.998295,0.274351,0.997572
MOT20,V004,699,S_r,2639,175,0,0.289813,0.583792,-0.085895,0.987876,0.970057,0.999497
MOT20,V004,700,S_r,2479,171,0,0.225027,0.609735,-0.488711,0.979633,0.979836,0.993984
MOT20,V004,701,S_h,2232,172,0,0.567278,0.429369,-0.688085,0.996415,0.856404,0.973489
MOT20,V004,702,S_r,2739,78,0,0.137976,0.493730,-0.697901,0.943673,0.915687,0.971825
MOT20,V004,703,S_h,2670,175,0,0.412093,0.001152,-1.539940,0.993940,0.228528,0.489105
MOT20,V004,709,S_r,2232,171,0,0.329161,0.523573,-0.020558,0.990592,0.937323,0.999652
MOT20,V004,710,S_r,2746,69,0,0.051051,0.552792,-0.806798,0.675770,0.955013,0.946984
MOT20,V004,710,S_r,2722,153,0,0.176976,0.751488,-0.059102,0.966571,0.999460,0.999573
MOT20,V004,711,S_r,2207,176,0,0.029140,0.294031,-1.359728,0.385225,0.678281,0.641428
MOT20,V004,712,S_r,2738,1060,0,0.158928,0.647390,-0.289302,0.958087,0.989480,0.998173
MOT20,V004,714,S_r,2752,143,0,0.154467,0.402216,-0.887579,0.955500,0.825604,0.920596
MOT20,V004,718,S_h,2207,147,0,0.144538,0.235438,-1.330441,0.948846,0.582017,0.664639
MOT20,V004,719,S_h,2319,147,0,0.227257,0.289195,-1.228479,0.980028,0.670604,0.738607
MOT20,V004,719,S_r,2752,174,0,0.234014,0.749581,-0.062857,0.981290,0.999432,0.999567
MOT20,V004,720,S_h,2207,147,0,0.166253,0.261309,-1.259647,0.961882,0.625096,0.717004
MOT20,V004,720,S_h,2716,174,0,0.347611,0.144926,-1.337250,0.991578,0.431180,0.659414
MOT20,V004,721,S_c,2760,143,0,0.661045,0.268043,-0.964723,0.997157,0.636201,0.889377
MOT20,V004,734,S_r,2727,112,0,0.117058,0.546648,-0.171145,0.921693,0.951592,0.999138
MOT20,V004,741,S_c,2777,98,0,0.774533,0.165968,-0.997270,0.997614,0.465182,0.874144
MOT20,V004,741,S_r,2604,170,0,0.036733,0.065883,-1.624688,0.508910,0.312300,0.415593
MOT20,V004,754,S_h,2756,88,0,0.409894,0.249954,-1.153667,0.993859,0.606212,0.787284
MOT20,V004,766,S_h,2739,1174,0,0.555871,0.369459,-0.910719,0.996308,0.785383,0.911820
MOT20,V004,767,S_r,2786,89,0,0.043792,0.543495,-0.764300,0.601140,0.949835,0.958087
MOT20,V004,768,S_h,2643,78,0,0.431072,0.205611,-1.191586,0.994403,0.531690,0.762951
MOT20,V004,775,S_r,2795,1182,0,0.073597,0.751663,-0.086247,0.815884,0.999462,0.999497
MOT20,V004,776,S_r,2797,176,0,0.095527,0.607548,-0.687109,0.884187,0.979116,0.973657
MOT20,V004,779,S_h,2083,44,0,0.160684,0.358365,-1.036727,0.959077,0.771225,0.854563
MOT20,V004,779,S_r,2473,160,0,0.298614,0.621833,0.052507,0.988595,0.983434,0.999731
MOT20,V004,781,S_h,2601,156,0,0.457286,0.345945,-1.024069,0.994970,0.754810,0.860907
MOT20,V004,786,S_c,2812,1066,0,0.561906,0.437887,-0.769543,0.996371,0.865272,0.956840
MOT20,V004,789,S_h,2810,98,0,0.579769,0.000000,-1.329890,0.996537,0.226412,0.665060
MOT20,V004,792,S_r,2084,44,0,0.103822,0.647262,-0.204682,0.901079,0.989459,0.998919
MOT20,V004,794,S_r,2536,75,0,0.055103,0.528333,-0.622347,0.709671,0.940448,0.983342
MOT20,V004,794,S_r,2467,76,0,0.133374,0.390970,-1.001779,0.939679,0.812089,0.871998
MOT20,V004,796,S_r,2690,155,0,0.153283,0.568326,-0.264509,0.954784,0.963146,0.998435
MOT20,V004,797,S_c,2827,78,0,0.303531,0.225097,-1.244140,0.988969,0.564633,0.727981
MOT20,V004,803,S_r,2470,51,0,0.042653,0.526896,-0.888119,0.587656,0.939521,0.920395
MOT20,V004,803,S_r,2325,65,0,0.063297,0.479035,-0.888119,0.764938,0.903677,0.920395
MOT20,V004,805,S_r,2672,103,0,0.165831,0.370016,-1.121731,0.961678,0.786107,0.807157
MOT20,V004,806,S_r,2601,159,0,0.112307,0.482069,-0.922462,0.915001,0.906205,0.907197
MOT20,V004,809,S_h,2784,83,0,0.442698,0.384314,-0.638133,0.994667,0.803936,0.981238
MOT20,V004,815,S_r,2784,39,0,0.411263,0.374801,-0.429757,0.993910,0.792163,0.995864
MOT20,V004,816,S_h,2622,83,0,0.471075,0.330145,-0.858358,0.995218,0.732780,0.930865
MOT20,V004,821,S_h,2536,87,0,0.282018,0.329104,-0.669387,0.987157,0.731306,0.976446
MOT20,V004,821,S_r,2438,91,0,0.276932,0.442559,-0.844378,0.986681,0.870068,0.935492
MOT20,V004,823,S_c,2847,88,0,0.383703,0.142795,-1.296701,0.993011,0.427849,0.690071
MOT20,V004,827,S_r,2438,75,0,0.019950,0.438168,-1.029512,0.210823,0.865567,0.858182
MOT20,V004,829,S_r,2643,51,0,0.114753,0.840817,0.074515,0.918546,0.999972,0.999752
MOT20,V004,830,S_h,2470,51,0,0.121050,0.379671,-1.106585,0.926809,0.798203,0.816493
MOT20,V004,835,S_r,2375,173,0,0.064365,0.665276,-0.576357,0.771115,0.993227,0.988435
MOT20,V004,847,S_r,2651,83,0,0.052931,0.540308,-0.551486,0.691977,0.947894,0.990584
MOT20,V004,847,S_c,2866,91,0,0.566817,0.190152,-0.806072,0.996414,0.505483,0.947191
MOT20,V004,854,S_h,2643,89,0,0.812402,0.178776,-0.950454,0.997774,0.486314,0.895613
MOT20,V004,856,S_h,2383,143,0,0.186996,0.323448,-1.052816,0.970193,0.723095,0.846084
MOT20,V004,856,S_r,2864,1001,0,0.038592,0.474350,-1.016076,0.535373,0.899752,0.864976
MOT20,V004,857,S_r,2872,674,0,0.060969,0.674220,-0.377212,0.750687,0.994700,0.996971
MOT20,V004,858,S_r,2536,65,0,0.075162,0.613659,-0.627502,0.822424,0.981023,0.982712
MOT20,V004,858,S_r,2325,87,0,0.056042,0.627635,-0.627502,0.716809,0.984955,0.982712
MOT20,V004,858,S_r,2760,143,0,0.006959,0.710592,-0.161979,0.019564,0.998360,0.999189
MOT20,V004,861,S_h,2383,143,0,0.337051,0.195837,-1.281236,0.991042,0.515177,0.701322
MOT20,V004,868,S_r,2622,83,0,0.028514,0.516705,-0.903170,0.373858,0.932627,0.914722
MOT20,V004,869,S_c,2882,8,0,0.658479,0.253693,-0.957170,0.997141,0.612469,0.892694
MOT20,V004,870,S_r,2878,143,0,0.032426,0.314297,-1.285290,0.441706,0.709531,0.698459
MOT20,V004,872,S_h,2131,674,0,0.675581,0.243513,-0.767558,0.997225,0.595388,0.957312
MOT20,V004,880,S_c,2894,1117,0,0.677704,0.103853,-1.138923,0.997236,0.366836,0.796606
MOT20,V004,882,S_r,2890,997,0,0.068306,0.485382,-0.266113,0.791841,0.909003,0.998411
MOT20,V004,899,S_r,2643,54,0,0.038934,0.249522,-1.446739,0.540118,0.605488,0.568806
MOT20,V004,899,S_r,2468,71,0,0.591151,0.392711,-0.356695,0.996650,0.814216,0.997307
MOT20,V004,899,S_c,2909,89,0,0.432623,0.175191,-0.930560,0.994435,0.480288,0.903967
MOT20,V004,901,S_r,2866,75,0,0.194908,0.579610,-0.480246,0.972649,0.968246,0.994305
MOT20,V004,903,S_r,2335,48,0,0.046985,0.701619,-0.300265,0.636289,0.997799,0.998060
MOT20,V004,916,S_r,2438,75,0,0.148466,0.452443,-0.718618,0.951643,0.879749,0.968025
MOT20,V004,919,S_h,2917,1184,0,0.424754,0.045120,-0.530127,0.994240,0.285254,0.991946
MOT20,V004,922,S_r,2927,83,0,0.107623,0.669660,-0.247333,0.907676,0.993937,0.998583
MOT20,V004,927,S_h,2622,83,0,0.337612,0.164737,-1.291723,0.991073,0.463176,0.693712
MOT20,V004,933,S_r,2866,76,0,0.045296,0.634033,-0.502074,0.618020,0.986516,0.993415
MOT20,V004,934,S_h,2549,88,0,0.436397,0.387261,-0.916782,0.994526,0.807505,0.909458
MOT20,V004,941,S_r,2467,91,0,0.088449,0.503335,-0.825320,0.866508,0.922956,0.941513
MOT20,V004,945,S_r,2353,48,0,0.018029,0.492785,-0.960753,0.174585,0.914915,0.891154
MOT20,V004,957,S_r,2600,87,0,0.256568,0.634095,-0.270612,0.984441,0.986532,0.998374
MOT20,V004,959,S_r,2325,87,0,0.196958,0.597304,-0.391363,0.973259,0.975483,0.996671
MOT20,V004,965,S_h,2942,921,0,0.376328,0.412845,-0.835194,0.992737,0.838069,0.938492
MOT20,V004,966,S_h,2323,91,0,0.348506,0.424102,-0.878913,0.991617,0.850637,0.923819
MOT20,V004,969,S_r,2468,87,0,0.097499,0.330939,-1.188204,0.888527,0.733909,0.765088
MOT20,V004,969,S_r,2744,1117,0,0.062588,0.412624,-1.028201,0.760706,0.837820,0.858862
MOT20,V004,969,S_r,2962,1165,0,0.080863,0.473721,-0.915507,0.843432,0.899253,0.909968
MOT20,V004,972,S_r,2967,1175,0,0.227611,0.705454,-0.234970,0.980097,0.998077,0.998689
MOT20,V004,979,S_h,2774,12,0,0.794846,0.000000,-1.115184,0.997703,0.226412,0.811164
MOT20,V004,983,S_h,2504,76,0,0.439305,0.166126,-1.192554,0.994602,0.465451,0.762312
MOT20,V004,992,S_r,2607,1175,0,0.190077,0.579296,-0.468279,0.971207,0.968107,0.994693
MOT20,V004,996,S_r,2643,87,0,0.422941,0.312008,-0.792109,0.994199,0.706090,0.951050
MOT20,V004,1003,S_c,2991,922,0,0.191835,0.474351,-0.912676,0.971761,0.899754,0.911107
MOT20,V004,1004,S_r,2504,65,0,0.089685,0.413575,-1.052938,0.869872,0.838924,0.846002
MOT20,V004,1004,S_r,2536,76,0,0.066044,0.377758,-1.052938,0.780174,0.795879,0.846002
MOT20,V004,1009,S_r,2349,88,0,0.145491,0.442740,-0.958371,0.949546,0.870264,0.892199
MOT20,V004,1011,S_c,2994,87,0,0.463071,0.431627,-0.599841,0.995081,0.858757,0.985923
MOT20,V004,1015,S_r,2942,814,0,0.086712,0.485030,-0.843691,0.861673,0.908718,0.935750
MOT20,V004,1015,S_r,2823,921,0,0.054111,0.530456,-0.843691,0.701867,0.941831,0.935750
MOT20,V004,1017,S_r,2549,88,0,0.073442,0.303035,-1.324138,0.815218,0.692374,0.669534
MOT20,V004,1018,S_c,2998,86,0,0.462962,0.005975,-1.415458,0.995080,0.235829,0.595421
MOT20,V004,1026,S_r,2415,90,0,0.040529,0.439007,-1.056530,0.561346,0.866423,0.844168
MOT20,V004,1037,S_c,3012,1171,0,0.763504,0.122925,-1.049376,0.997584,0.396109,0.847873
MOT20,V004,1038,S_r,3003,1,0,0.381110,0.398195,-0.050700,0.992913,0.820760,0.999599
MOT20,V004,1042,S_c,3014,63,0,0.449635,0.203311,-1.242483,0.994810,0.527764,0.729109
MOT20,V004,1045,S_h,2467,91,0,0.361527,0.385190,-0.966175,0.992204,0.805033,0.888723
MOT20,V004,1049,S_h,2755,1196,0,0.442012,0.340932,-0.918965,0.994654,0.747836,0.908605
MOT20,V004,1053,S_r,2668,1155,0,0.057853,0.750545,-0.110120,0.729968,0.999445,0.999421
MOT20,V004,1054,S_h,2703,1155,0,0.397597,0.369755,-0.998606,0.993496,0.785763,0.873518
MOT20,V004,1056,S_r,3002,1090,0,0.088850,0.641354,-0.343002,0.867575,0.988209,0.997522
MOT20,V004,1059,S_r,3020,16,0,0.098336,0.650376,-0.493374,0.890340,0.990147,0.993792
MOT20,V004,1061,S_r,3020,86,0,0.103592,0.366384,-1.060048,0.900662,0.781592,0.842321
MOT20,V004,1062,S_r,3018,1176,0,0.037353,0.523203,-0.563245,0.517937,0.937066,0.989625
MOT20,V004,1065,S_h,2737,16,0,0.540485,0.351952,-0.868993,0.996152,0.762885,0.927171
MOT20,V004,1065,S_h,2998,86,0,0.210862,0.258169,-1.292399,0.976732,0.619907,0.693193
MOT20,V004,1065,S_c,3026,1211,0,0.605343,0.289858,-0.960632,0.996778,0.671664,0.891191
MOT20,V004,1072,S_r,2590,70,0,0.042236,0.479575,-0.913562,0.582667,0.904116,0.910772
MOT20,V004,1072,S_c,3031,1211,0,0.430225,0.276855,-0.882550,0.994382,0.650693,0.922497
MOT20,V004,1077,S_h,2983,1182,0,0.379989,0.293683,-0.926203,0.992873,0.677739,0.905694
MOT20,V004,1079,S_c,3041,1107,0,0.693350,0.100457,-1.024218,0.997314,0.361703,0.860826
MOT20,V004,1079,S_r,2674,1175,0,0.237032,0.581382,-0.403545,0.981798,0.969008,0.996447
MOT20,V004,1080,S_h,2607,1175,0,0.311172,0.657041,-0.507040,0.989511,0.991607,0.993183
MOT20,V004,1092,S_h,2703,1159,0,0.320967,0.368136,-0.882376,0.990123,0.783786,0.922564
MOT20,V004,1100,S_c,3053,921,0,0.402460,0.187764,-1.042849,0.993641,0.501442,0.851356
MOT20,V004,1101,S_h,2588,1159,0,0.335638,0.416694,-0.842112,0.990956,0.842489,0.936302
MOT20,V004,1106,S_h,2714,63,0,0.644350,0.295398,-0.843572,0.997054,0.680390,0.935786
MOT20,V004,1107,S_r,2588,1177,0,0.514680,0.467243,-0.672498,0.995849,0.893586,0.975983
MOT20,V004,1108,S_r,3014,63,0,0.120386,0.288324,-1.215603,0.926000,0.669221,0.747043
MOT20,V004,1115,S_r,3057,1041,0,0.109431,0.694989,-0.344737,0.910568,0.997247,0.997494
MOT20,V004,1116,S_h,3034,22,0,0.290212,0.186974,-1.229398,0.987916,0.500080,0.737982
MOT20,V004,1121,S_r,3064,85,0,0.231688,0.354965,-0.842463,0.980850,0.766852,0.936158
MOT20,V004,1133,S_r,2714,63,0,0.210046,0.694906,-0.100767,0.976553,0.997237,0.999447
MOT20,V004,1138,S_c,3074,1173,0,0.741003,0.086243,-0.855278,0.997498,0.340719,0.931894
MOT20,V004,1140,S_c,3076,1036,0,0.323291,0.261245,-1.208636,0.990260,0.624992,0.751719
MOT20,V004,1157,S_r,3014,63,0,0.131203,0.712974,-0.393606,0.937700,0.998478,0.996637
MOT20,V004,1169,S_r,3090,1154,0,0.182544,0.593970,-0.355618,0.968626,0.974193,0.997321
MOT20,V004,1175,S_c,3103,921,0,0.457863,0.288223,-1.064573,0.994983,0.669064,0.839828
MOT20,V004,1175,S_h,2572,996,0,0.875170,0.096873,-1.002753,0.998029,0.356241,0.871503
MOT20,V004,1182,S_h,3051,1001,0,0.371768,0.344226,-0.732123,0.992586,0.752462,0.965361
