seq,frame,type,gt_id_old,gt_id_new,track_id,note
V004,7,switch,349,349,2278,tracker 2254 -> 2278 on gt 349
V004,8,switch,573,573,2254,tracker 2252 -> 2254 on gt 573
V004,9,reuse,349,573,2254,tracker 2254 matched gt 349 (last frame 6) now gt 573
V004,10,switch,374,374,2253,tracker 2266 -> 2253 on gt 374
V004,11,switch,373,373,2248,tracker 2259 -> 2248 on gt 373
V004,37,reuse,224,222,2276,tracker 2276 matched gt 224 (last frame 30) now gt 222
V004,45,reuse,222,224,2276,tracker 2276 matched gt 222 (last frame 38) now gt 224
V004,46,switch,1167,1167,2324,tracker 2321 -> 2324 on gt 1167
V004,46,reuse,224,222,2276,tracker 2276 matched gt 224 (last frame 45) now gt 222
V004,48,switch,224,224,2330,tracker 2276 -> 2330 on gt 224
V004,62,reuse,1167,217,2321,tracker 2321 matched gt 1167 (last frame 45) now gt 217
V004,65,switch,297,297,2337,tracker 2191 -> 2337 on gt 297
V004,87,switch,376,376,2201,tracker 2243 -> 2201 on gt 376
V004,88,reuse,308,376,2201,tracker 2201 matched gt 308 (last frame 78) now gt 376
V004,89,switch,269,269,2216,tracker 2226 -> 2216 on gt 269
V004,90,reuse,268,269,2216,tracker 2216 matched gt 268 (last frame 54) now gt 269
V004,95,switch,169,169,2366,tracker 2185 -> 2366 on gt 169
V004,97,switch,135,135,2370,tracker 2086 -> 2370 on gt 135
V004,110,switch,169,169,2185,tracker 2366 -> 2185 on gt 169
V004,117,switch,381,381,2201,tracker 2214 -> 2201 on gt 381
V004,118,switch,145,145,2383,tracker 2375 -> 2383 on gt 145
V004,118,switch,215,215,2385,tracker 2380 -> 2385 on gt 215
V004,118,reuse,376,381,2201,tracker 2201 matched gt 376 (last frame 92) now gt 381
V004,119,switch,283,283,2183,tracker 2256 -> 2183 on gt 283
V004,119,switch,427,427,2388,tracker 2163 -> 2388 on gt 427
V004,120,reuse,295,283,2183,tracker 2183 matched gt 295 (last frame 89) now gt 283
V004,121,switch,427,427,2163,tracker 2163 -> 2163 on gt 427
V004,122,switch,381,381,2214,tracker 2201 -> 2214 on gt 381
V004,123,switch,220,220,2386,tracker 2351 -> 2386 on gt 220
V004,123,reuse,215,214,2380,tracker 2380 matched gt 215 (last frame 117) now gt 214
V004,127,reuse,145,173,2375,tracker 2375 matched gt 145 (last frame 110) now gt 173
V004,130,switch,215,215,2386,tracker 2385 -> 2386 on gt 215
V004,131,switch,220,220,2351,tracker 2386 -> 2351 on gt 220
V004,131,reuse,220,215,2386,tracker 2386 matched gt 220 (last frame 129) now gt 215
V004,134,switch,378,378,2221,tracker 2229 -> 2221 on gt 378
V004,135,reuse,310,378,2221,tracker 2221 matched gt 310 (last frame 88) now gt 378
V004,142,switch,174,174,2402,tracker 2387 -> 2402 on gt 174
V004,158,switch,243,243,2416,tracker 2081 -> 2416 on gt 243
V004,166,switch,224,224,2421,tracker 2330 -> 2421 on gt 224
V004,168,switch,170,170,2423,tracker 2179 -> 2423 on gt 170
V004,170,switch,220,220,2386,tracker 2351 -> 2386 on gt 220
V004,171,reuse,215,220,2386,tracker 2386 matched gt 215 (last frame 169) now gt 220
V004,182,switch,26,26,2419,tracker 2404 -> 2419 on gt 26
V004,184,switch,169,169,2427,tracker 2185 -> 2427 on gt 169
V004,206,switch,169,169,2185,tracker 2427 -> 2185 on gt 169
V004,213,switch,81,81,2404,tracker 2333 -> 2404 on gt 81
V004,214,reuse,26,81,2404,tracker 2404 matched gt 26 (last frame 181) now gt 81
V004,215,switch,205,205,2445,tracker 2428 -> 2445 on gt 205
V004,216,switch,81,81,2333,tracker 2404 -> 2333 on gt 81
V004,218,switch,215,215,2382,tracker 2386 -> 2382 on gt 215
V004,219,reuse,260,215,2382,tracker 2382 matched gt 260 (last frame 213) now gt 215
V004,222,switch,215,215,2330,tracker 2382 -> 2330 on gt 215
V004,225,reuse,224,215,2330,tracker 2330 matched gt 224 (last frame 165) now gt 215
V004,231,reuse,215,260,2382,tracker 2382 matched gt 215 (last frame 221) now gt 260
V004,238,switch,380,380,2098,tracker 2143 -> 2098 on gt 380
V004,239,switch,380,380,2143,tracker 2143 -> 2143 on gt 380
V004,240,switch,81,81,2404,tracker 2333 -> 2404 on gt 81
V004,245,switch,81,81,2333,tracker 2404 -> 2333 on gt 81
V004,296,switch,169,169,2455,tracker 2185 -> 2455 on gt 169
V004,297,switch,170,170,2451,tracker 2423 -> 2451 on gt 170
V004,307,switch,81,81,2494,tracker 2333 -> 2494 on gt 81
V004,316,switch,261,261,2499,tracker 2277 -> 2499 on gt 261
V004,323,reuse,264,61,2500,tracker 2500 matched gt 264 (last frame 321) now gt 61
V004,332,switch,170,170,2185,tracker 2451 -> 2185 on gt 170
V004,333,switch,170,170,2451,tracker 2451 -> 2451 on gt 170
V004,335,switch,424,424,2481,tracker 2178 -> 2481 on gt 424
V004,338,switch,224,224,2513,tracker 2421 -> 2513 on gt 224
V004,340,switch,224,224,2421,tracker 2513 -> 2421 on gt 224
V004,342,switch,170,170,2516,tracker 2451 -> 2516 on gt 170
V004,351,switch,1167,1167,2527,tracker 2324 -> 2527 on gt 1167
V004,365,switch,208,208,2537,tracker 2512 -> 2537 on gt 208
V004,366,switch,247,247,2100,tracker 2097 -> 2100 on gt 247
V004,367,reuse,298,247,2100,tracker 2100 matched gt 298 (last frame 321) now gt 247
V004,372,switch,26,26,2352,tracker 2419 -> 2352 on gt 26
V004,373,reuse,88,26,2352,tracker 2352 matched gt 88 (last frame 371) now gt 26
V004,376,switch,81,81,2419,tracker 2494 -> 2419 on gt 81
V004,384,reuse,247,1117,2097,tracker 2097 matched gt 247 (last frame 359) now gt 1117
V004,394,switch,170,170,2455,tracker 2516 -> 2455 on gt 170
V004,395,switch,169,169,2516,tracker 2455 -> 2516 on gt 169
V004,395,reuse,169,170,2455,tracker 2455 matched gt 169 (last frame 390) now gt 170
V004,396,switch,81,81,2549,tracker 2494 -> 2549 on gt 81
V004,396,reuse,170,169,2516,tracker 2516 matched gt 170 (last frame 393) now gt 169
V004,408,switch,26,26,2419,tracker 2352 -> 2419 on gt 26
V004,408,reuse,26,88,2352,tracker 2352 matched gt 26 (last frame 407) now gt 88
V004,413,switch,262,262,2198,tracker 2398 -> 2198 on gt 262
V004,414,switch,169,169,2544,tracker 2516 -> 2544 on gt 169
V004,414,reuse,200,262,2198,tracker 2198 matched gt 200 (last frame 345) now gt 262
V004,416,switch,110,110,2562,tracker 2062 -> 2562 on gt 110
V004,422,switch,1117,1117,2115,tracker 2097 -> 2115 on gt 1117
V004,423,switch,223,223,2059,tracker 2228 -> 2059 on gt 223
V004,423,switch,1117,1117,2097,tracker 2097 -> 2097 on gt 1117
V004,424,reuse,242,223,2059,tracker 2059 matched gt 242 (last frame 422) now gt 223
V004,426,switch,262,262,2398,tracker 2198 -> 2398 on gt 262
V004,429,switch,262,262,2198,tracker 2398 -> 2198 on gt 262
V004,431,switch,169,169,2455,tracker 2544 -> 2455 on gt 169
V004,431,switch,170,170,2544,tracker 2455 -> 2544 on gt 170
V004,432,switch,195,195,2079,tracker 2192 -> 2079 on gt 195
V004,432,reuse,170,169,2455,tracker 2455 matched gt 170 (last frame 430) now gt 169
V004,432,reuse,169,170,2544,tracker 2544 matched gt 169 (last frame 423) now gt 170
V004,433,reuse,196,195,2079,tracker 2079 matched gt 196 (last frame 403) now gt 195
V004,440,switch,224,224,2276,tracker 2421 -> 2276 on gt 224
V004,444,switch,222,222,2059,tracker 2276 -> 2059 on gt 222
V004,445,reuse,223,222,2059,tracker 2059 matched gt 223 (last frame 443) now gt 222
V004,446,switch,193,193,2134,tracker 2095 -> 2134 on gt 193
V004,446,reuse,222,223,2059,tracker 2059 matched gt 222 (last frame 445) now gt 223
V004,447,reuse,197,193,2134,tracker 2134 matched gt 197 (last frame 408) now gt 193
V004,449,switch,224,224,2059,tracker 2421 -> 2059 on gt 224
V004,450,switch,193,193,2065,tracker 2134 -> 2065 on gt 193
V004,450,switch,194,194,2315,tracker 2065 -> 2315 on gt 194
V004,450,reuse,223,224,2059,tracker 2059 matched gt 223 (last frame 448) now gt 224
V004,451,reuse,194,193,2065,tracker 2065 matched gt 194 (last frame 449) now gt 193
V004,451,reuse,192,194,2315,tracker 2315 matched gt 192 (last frame 447) now gt 194
V004,455,switch,192,192,2079,tracker 2315 -> 2079 on gt 192
V004,456,reuse,195,192,2079,tracker 2079 matched gt 195 (last frame 452) now gt 192
V004,459,switch,224,224,2276,tracker 2059 -> 2276 on gt 224
V004,460,reuse,222,224,2276,tracker 2276 matched gt 222 (last frame 439) now gt 224
V004,478,switch,26,26,2352,tracker 2419 -> 2352 on gt 26
V004,479,switch,88,88,2419,tracker 2352 -> 2419 on gt 88
V004,479,reuse,88,26,2352,tracker 2352 matched gt 88 (last frame 474) now gt 26
V004,480,reuse,26,88,2419,tracker 2419 matched gt 26 (last frame 477) now gt 88
V004,485,switch,230,230,2077,tracker 2073 -> 2077 on gt 230
V004,485,switch,234,234,2097,tracker 2207 -> 2097 on gt 234
V004,485,switch,1117,1117,2207,tracker 2097 -> 2207 on gt 1117
V004,486,reuse,236,230,2077,tracker 2077 matched gt 236 (last frame 470) now gt 230
V004,486,reuse,1117,234,2097,tracker 2097 matched gt 1117 (last frame 482) now gt 234
V004,486,reuse,234,1117,2207,tracker 2207 matched gt 234 (last frame 484) now gt 1117
V004,489,switch,228,228,2568,tracker 2064 -> 2568 on gt 228
V004,491,reuse,230,132,2073,tracker 2073 matched gt 230 (last frame 483) now gt 132
V004,506,switch,128,128,2499,tracker 2155 -> 2499 on gt 128
V004,506,switch,233,233,2073,tracker 2116 -> 2073 on gt 233
V004,507,reuse,132,233,2073,tracker 2073 matched gt 132 (last frame 505) now gt 233
V004,508,switch,128,128,2155,tracker 2155 -> 2155 on gt 128
V004,511,switch,132,132,2116,tracker 2073 -> 2116 on gt 132
V004,512,reuse,233,132,2116,tracker 2116 matched gt 233 (last frame 500) now gt 132
V004,519,switch,164,164,2604,tracker 2172 -> 2604 on gt 164
V004,529,switch,72,72,2623,tracker 2405 -> 2623 on gt 72
V004,542,switch,132,132,2073,tracker 2116 -> 2073 on gt 132
V004,543,reuse,233,132,2073,tracker 2073 matched gt 233 (last frame 513) now gt 132
V004,555,switch,226,226,2056,tracker 2281 -> 2056 on gt 226
V004,556,reuse,229,226,2056,tracker 2056 matched gt 229 (last frame 499) now gt 226
V004,563,switch,72,72,2405,tracker 2623 -> 2405 on gt 72
V004,564,switch,72,72,2623,tracker 2623 -> 2623 on gt 72
V004,565,switch,72,72,2405,tracker 2623 -> 2405 on gt 72
V004,574,switch,170,170,2172,tracker 2544 -> 2172 on gt 170
V004,575,reuse,164,170,2172,tracker 2172 matched gt 164 (last frame 514) now gt 170
V004,578,switch,167,167,2432,tracker 2363 -> 2432 on gt 167
V004,579,reuse,204,167,2432,tracker 2432 matched gt 204 (last frame 552) now gt 167
V004,597,switch,91,91,2663,tracker 2470 -> 2663 on gt 91
V004,599,switch,91,91,2470,tracker 2663 -> 2470 on gt 91
V004,601,switch,167,167,2332,tracker 2432 -> 2332 on gt 167
V004,601,switch,169,169,2544,tracker 2455 -> 2544 on gt 169
V004,602,reuse,168,167,2332,tracker 2332 matched gt 168 (last frame 598) now gt 167
V004,602,reuse,170,169,2544,tracker 2544 matched gt 170 (last frame 571) now gt 169
V004,611,switch,168,168,2522,tracker 2332 -> 2522 on gt 168
V004,612,reuse,202,168,2522,tracker 2522 matched gt 202 (last frame 529) now gt 168
V004,627,switch,159,159,2651,tracker 2472 -> 2651 on gt 159
V004,630,switch,159,159,2472,tracker 2651 -> 2472 on gt 159
V004,633,switch,170,170,2455,tracker 2172 -> 2455 on gt 170
V004,634,reuse,169,170,2455,tracker 2455 matched gt 169 (last frame 600) now gt 170
V004,642,switch,1182,1182,2697,tracker 2681 -> 2697 on gt 1182
V004,643,reuse,1182,1156,2681,tracker 2681 matched gt 1182 (last frame 641) now gt 1156
V004,646,switch,170,170,2172,tracker 2455 -> 2172 on gt 170
V004,648,switch,1182,1182,2705,tracker 2697 -> 2705 on gt 1182
V004,651,switch,170,170,2455,tracker 2172 -> 2455 on gt 170
V004,656,switch,65,65,2470,tracker 2531 -> 2470 on gt 65
V004,657,reuse,91,65,2470,tracker 2470 matched gt 91 (last frame 650) now gt 65
V004,658,switch,69,69,2710,tracker 2615 -> 2710 on gt 69
V004,658,switch,77,77,2313,tracker 2356 -> 2313 on gt 77
V004,659,switch,89,89,2713,tracker 2313 -> 2713 on gt 89
V004,659,reuse,89,77,2313,tracker 2313 matched gt 89 (last frame 657) now gt 77
V004,660,switch,1117,1117,2651,tracker 2207 -> 2651 on gt 1117
V004,661,switch,69,69,2615,tracker 2710 -> 2615 on gt 69
V004,661,reuse,159,1117,2651,tracker 2651 matched gt 159 (last frame 629) now gt 1117
V004,664,switch,65,65,2531,tracker 2470 -> 2531 on gt 65
V004,665,switch,153,153,2722,tracker 2510 -> 2722 on gt 153
V004,667,switch,77,77,2356,tracker 2313 -> 2356 on gt 77
V004,670,switch,65,65,2470,tracker 2531 -> 2470 on gt 65
V004,670,switch,143,143,2677,tracker 2496 -> 2677 on gt 143
V004,671,switch,146,146,2402,tracker 2391 -> 2402 on gt 146
V004,671,switch,174,174,2716,tracker 2402 -> 2716 on gt 174
V004,672,switch,125,125,2727,tracker 2317 -> 2727 on gt 125
V004,672,reuse,174,146,2402,tracker 2402 matched gt 174 (last frame 670) now gt 146
V004,673,switch,153,153,2510,tracker 2722 -> 2510 on gt 153
V004,690,switch,143,143,2496,tracker 2677 -> 2496 on gt 143
V004,693,switch,69,69,2710,tracker 2615 -> 2710 on gt 69
V004,694,switch,69,69,2615,tracker 2615 -> 2615 on gt 69
V004,694,switch,146,146,2677,tracker 2402 -> 2677 on gt 146
V004,695,reuse,143,146,2677,tracker 2677 matched gt 143 (last frame 687) now gt 146
V004,696,switch,126,126,2409,tracker 2314 -> 2409 on gt 126
V004,697,switch,126,126,2314,tracker 2314 -> 2314 on gt 126
V004,697,switch,146,146,2375,tracker 2677 -> 2375 on gt 146
V004,698,switch,172,172,2479,tracker 2232 -> 2479 on gt 172
V004,698,switch,173,173,2677,tracker 2375 -> 2677 on gt 173
V004,698,switch,1118,1118,2402,tracker 2558 -> 2402 on gt 1118
V004,698,reuse,173,146,2375,tracker 2375 matched gt 173 (last frame 696) now gt 146
V004,699,switch,175,175,2639,tracker 2670 -> 2639 on gt 175
V004,699,reuse,146,1118,2402,tracker 2402 matched gt 146 (last frame 674) now gt 1118
V004,700,switch,171,171,2479,tracker 2189 -> 2479 on gt 171
V004,700,reuse,105,175,2639,tracker 2639 matched gt 105 (last frame 697) now gt 175
V004,701,switch,172,172,2232,tracker 2232 -> 2232 on gt 172
V004,701,reuse,151,171,2479,tracker 2479 matched gt 151 (last frame 652) now gt 171
V004,702,switch,78,78,2739,tracker 2634 -> 2739 on gt 78
V004,703,switch,175,175,2670,tracker 2639 -> 2670 on gt 175
V004,703,reuse,146,173,2677,tracker 2677 matched gt 146 (last frame 695) now gt 173
V004,709,switch,171,171,2232,tracker 2479 -> 2232 on gt 171
V004,710,switch,69,69,2746,tracker 2615 -> 2746 on gt 69
V004,710,switch,153,153,2722,tracker 2510 -> 2722 on gt 153
V004,710,reuse,172,171,2232,tracker 2232 matched gt 172 (last frame 707) now gt 171
V004,711,switch,176,176,2207,tracker 2525 -> 2207 on gt 176
V004,712,switch,1060,1060,2738,tracker 2680 -> 2738 on gt 1060
V004,713,reuse,69,31,2710,tracker 2710 matched gt 69 (last frame 660) now gt 31
V004,714,switch,143,143,2752,tracker 2496 -> 2752 on gt 143
V004,718,switch,147,147,2207,tracker 2319 -> 2207 on gt 147
V004,719,switch,147,147,2319,tracker 2319 -> 2319 on gt 147
V004,719,switch,174,174,2752,tracker 2716 -> 2752 on gt 174
V004,720,switch,147,147,2207,tracker 2319 -> 2207 on gt 147
V004,720,switch,174,174,2716,tracker 2716 -> 2716 on gt 174
V004,721,switch,143,143,2760,tracker 2752 -> 2760 on gt 143
V004,721,reuse,1117,147,2207,tracker 2207 matched gt 1117 (last frame 659) now gt 147
V004,734,switch,112,112,2727,tracker 2605 -> 2727 on gt 112
V004,734,reuse,97,98,2765,tracker 2765 matched gt 97 (last frame 732) now gt 98
V004,735,reuse,98,97,2765,tracker 2765 matched gt 98 (last frame 734) now gt 97
V004,735,reuse,125,112,2727,tracker 2727 matched gt 125 (last frame 703) now gt 112
V004,741,switch,98,98,2777,tracker 2765 -> 2777 on gt 98
V004,741,switch,170,170,2604,tracker 2455 -> 2604 on gt 170
V004,742,reuse,164,170,2604,tracker 2604 matched gt 164 (last frame 740) now gt 170
V004,754,switch,88,88,2756,tracker 2419 -> 2756 on gt 88
V004,766,switch,1174,1174,2739,tracker 2643 -> 2739 on gt 1174
V004,767,switch,89,89,2786,tracker 2713 -> 2786 on gt 89
V004,768,switch,78,78,2643,tracker 2739 -> 2643 on gt 78
V004,769,reuse,1174,78,2643,tracker 2643 matched gt 1174 (last frame 745) now gt 78
V004,769,reuse,78,1174,2739,tracker 2739 matched gt 78 (last frame 761) now gt 1174
V004,775,switch,1182,1182,2795,tracker 2705 -> 2795 on gt 1182
V004,776,switch,176,176,2797,tracker 2525 -> 2797 on gt 176
V004,779,switch,44,44,2083,tracker 2084 -> 2083 on gt 44
V004,779,switch,160,160,2473,tracker 2601 -> 2473 on gt 160
V004,780,reuse,134,44,2083,tracker 2083 matched gt 134 (last frame 751) now gt 44
V004,780,reuse,156,160,2473,tracker 2473 matched gt 156 (last frame 778) now gt 160
V004,781,switch,156,156,2601,tracker 2473 -> 2601 on gt 156
V004,782,reuse,160,156,2601,tracker 2601 matched gt 160 (last frame 778) now gt 156
V004,786,switch,1066,1066,2812,tracker 2642 -> 2812 on gt 1066
V004,789,switch,98,98,2810,tracker 2777 -> 2810 on gt 98
V004,789,reuse,65,91,2470,tracker 2470 matched gt 65 (last frame 787) now gt 91
V004,792,switch,44,44,2084,tracker 2083 -> 2084 on gt 44
V004,794,switch,75,75,2536,tracker 2467 -> 2536 on gt 75
V004,794,switch,76,76,2467,tracker 2536 -> 2467 on gt 76
V004,795,reuse,76,75,2536,tracker 2536 matched gt 76 (last frame 792) now gt 75
V004,795,reuse,75,76,2467,tracker 2467 matched gt 75 (last frame 793) now gt 76
V004,796,switch,155,155,2690,tracker 2652 -> 2690 on gt 155
V004,796,reuse,91,65,2470,tracker 2470 matched gt 91 (last frame 793) now gt 65
V004,797,switch,78,78,2827,tracker 2643 -> 2827 on gt 78
V004,802,reuse,83,39,2622,tracker 2622 matched gt 83 (last frame 785) now gt 39
V004,803,switch,51,51,2470,tracker 2325 -> 2470 on gt 51
V004,803,switch,65,65,2325,tracker 2470 -> 2325 on gt 65
V004,804,reuse,65,51,2470,tracker 2470 matched gt 65 (last frame 797) now gt 51
V004,804,reuse,51,65,2325,tracker 2325 matched gt 51 (last frame 802) now gt 65
V004,805,switch,103,103,2672,tracker 2673 -> 2672 on gt 103
V004,806,switch,159,159,2601,tracker 2472 -> 2601 on gt 159
V004,806,reuse,102,103,2672,tracker 2672 matched gt 102 (last frame 794) now gt 103
V004,807,reuse,156,159,2601,tracker 2601 matched gt 156 (last frame 805) now gt 159
V004,809,switch,83,83,2784,tracker 2622 -> 2784 on gt 83
V004,815,switch,39,39,2784,tracker 2622 -> 2784 on gt 39
V004,816,switch,83,83,2622,tracker 2784 -> 2622 on gt 83
V004,816,reuse,83,39,2784,tracker 2784 matched gt 83 (last frame 811) now gt 39
V004,817,reuse,39,83,2622,tracker 2622 matched gt 39 (last frame 814) now gt 83
V004,821,switch,87,87,2536,tracker 2438 -> 2536 on gt 87
V004,821,switch,91,91,2438,tracker 2470 -> 2438 on gt 91
V004,822,reuse,75,87,2536,tracker 2536 matched gt 75 (last frame 818) now gt 87
V004,822,reuse,87,91,2438,tracker 2438 matched gt 87 (last frame 820) now gt 91
V004,823,switch,88,88,2847,tracker 2756 -> 2847 on gt 88
V004,827,switch,75,75,2438,tracker 2536 -> 2438 on gt 75
V004,828,reuse,91,75,2438,tracker 2438 matched gt 91 (last frame 826) now gt 75
V004,829,switch,51,51,2643,tracker 2470 -> 2643 on gt 51
V004,830,switch,51,51,2470,tracker 2470 -> 2470 on gt 51
V004,835,switch,173,173,2375,tracker 2677 -> 2375 on gt 173
V004,836,reuse,146,173,2375,tracker 2375 matched gt 146 (last frame 834) now gt 173
V004,847,switch,83,83,2651,tracker 2622 -> 2651 on gt 83
V004,847,switch,91,91,2866,tracker 2438 -> 2866 on gt 91
V004,848,reuse,1117,83,2651,tracker 2651 matched gt 1117 (last frame 846) now gt 83
V004,853,reuse,1001,35,2831,tracker 2831 matched gt 1001 (last frame 852) now gt 35
V004,854,switch,89,89,2643,tracker 2786 -> 2643 on gt 89
V004,855,reuse,78,89,2643,tracker 2643 matched gt 78 (last frame 793) now gt 89
V004,856,switch,143,143,2383,tracker 2760 -> 2383 on gt 143
V004,856,switch,1001,1001,2864,tracker 2831 -> 2864 on gt 1001
V004,857,switch,674,674,2872,tracker 2131 -> 2872 on gt 674
V004,857,reuse,145,143,2383,tracker 2383 matched gt 145 (last frame 818) now gt 143
V004,858,switch,65,65,2536,tracker 2325 -> 2536 on gt 65
V004,858,switch,87,87,2325,tracker 2536 -> 2325 on gt 87
V004,858,switch,143,143,2760,tracker 2383 -> 2760 on gt 143
V004,859,reuse,87,65,2536,tracker 2536 matched gt 87 (last frame 857) now gt 65
V004,859,reuse,65,87,2325,tracker 2325 matched gt 65 (last frame 857) now gt 87
V004,861,switch,143,143,2383,tracker 2383 -> 2383 on gt 143
V004,868,switch,83,83,2622,tracker 2651 -> 2622 on gt 83
V004,868,reuse,83,1117,2651,tracker 2651 matched gt 83 (last frame 867) now gt 1117
V004,869,switch,8,8,2882,tracker 2876 -> 2882 on gt 8
V004,869,reuse,8,6,2876,tracker 2876 matched gt 8 (last frame 863) now gt 6
V004,870,switch,143,143,2878,tracker 2383 -> 2878 on gt 143
V004,872,switch,674,674,2131,tracker 2872 -> 2131 on gt 674
V004,880,switch,1117,1117,2894,tracker 2651 -> 2894 on gt 1117
V004,882,switch,997,997,2890,tracker 2889 -> 2890 on gt 997
V004,882,reuse,1117,36,2651,tracker 2651 matched gt 1117 (last frame 873) now gt 36
V004,882,reuse,997,1134,2889,tracker 2889 matched gt 997 (last frame 881) now gt 1134
V004,899,switch,54,54,2643,tracker 2468 -> 2643 on gt 54
V004,899,switch,71,71,2468,tracker 2561 -> 2468 on gt 71
V004,899,switch,89,89,2909,tracker 2643 -> 2909 on gt 89
V004,900,reuse,89,54,2643,tracker 2643 matched gt 89 (last frame 898) now gt 54
V004,901,switch,75,75,2866,tracker 2438 -> 2866 on gt 75
V004,901,reuse,54,71,2468,tracker 2468 matched gt 54 (last frame 894) now gt 71
V004,902,reuse,91,75,2866,tracker 2866 matched gt 91 (last frame 884) now gt 75
V004,903,switch,48,48,2335,tracker 2353 -> 2335 on gt 48
V004,904,reuse,49,48,2335,tracker 2335 matched gt 49 (last frame 900) now gt 48
V004,916,switch,75,75,2438,tracker 2866 -> 2438 on gt 75
V004,916,reuse,75,91,2866,tracker 2866 matched gt 75 (last frame 915) now gt 91
V004,919,switch,1184,1184,2917,tracker 2807 -> 2917 on gt 1184
V004,922,switch,83,83,2927,tracker 2622 -> 2927 on gt 83
V004,927,switch,83,83,2622,tracker 2927 -> 2622 on gt 83
V004,933,switch,76,76,2866,tracker 2467 -> 2866 on gt 76
V004,934,switch,88,88,2549,tracker 2847 -> 2549 on gt 88
V004,934,reuse,91,76,2866,tracker 2866 matched gt 91 (last frame 922) now gt 76
V004,935,reuse,81,88,2549,tracker 2549 matched gt 81 (last frame 928) now gt 88
V004,941,switch,91,91,2467,tracker 2866 -> 2467 on gt 91
V004,942,reuse,76,91,2467,tracker 2467 matched gt 76 (last frame 932) now gt 91
V004,945,switch,48,48,2353,tracker 2335 -> 2353 on gt 48
V004,948,reuse,88,81,2549,tracker 2549 matched gt 88 (last frame 947) now gt 81
V004,951,reuse,91,90,2467,tracker 2467 matched gt 91 (last frame 950) now gt 90
V004,952,reuse,83,74,2622,tracker 2622 matched gt 83 (last frame 931) now gt 74
V004,957,switch,87,87,2600,tracker 2325 -> 2600 on gt 87
V004,958,reuse,56,87,2600,tracker 2600 matched gt 56 (last frame 954) now gt 87
V004,959,switch,87,87,2325,tracker 2600 -> 2325 on gt 87
V004,965,switch,921,921,2942,tracker 2825 -> 2942 on gt 921
V004,966,switch,91,91,2323,tracker 2467 -> 2323 on gt 91
V004,967,reuse,60,91,2323,tracker 2323 matched gt 60 (last frame 923) now gt 91
V004,969,switch,87,87,2468,tracker 2325 -> 2468 on gt 87
V004,969,switch,1117,1117,2744,tracker 2894 -> 2744 on gt 1117
V004,969,switch,1165,1165,2962,tracker 2744 -> 2962 on gt 1165
V004,970,reuse,71,87,2468,tracker 2468 matched gt 71 (last frame 968) now gt 87
V004,970,reuse,1165,1117,2744,tracker 2744 matched gt 1165 (last frame 968) now gt 1117
V004,972,switch,1175,1175,2967,tracker 2607 -> 2967 on gt 1175
V004,979,switch,12,12,2774,tracker 2829 -> 2774 on gt 12
V004,980,reuse,14,12,2774,tracker 2774 matched gt 14 (last frame 948) now gt 12
V004,983,switch,76,76,2504,tracker 2866 -> 2504 on gt 76
V004,984,reuse,66,76,2504,tracker 2504 matched gt 66 (last frame 962) now gt 76
V004,990,reuse,87,71,2468,tracker 2468 matched gt 87 (last frame 989) now gt 71
V004,992,switch,1175,1175,2607,tracker 2967 -> 2607 on gt 1175
V004,996,switch,87,87,2643,tracker 2468 -> 2643 on gt 87
V004,997,reuse,54,87,2643,tracker 2643 matched gt 54 (last frame 970) now gt 87
V004,997,reuse,1194,1077,2782,tracker 2782 matched gt 1194 (last frame 974) now gt 1077
V004,1003,switch,922,922,2991,tracker 2830 -> 2991 on gt 922
V004,1004,switch,65,65,2504,tracker 2536 -> 2504 on gt 65
V004,1004,switch,76,76,2536,tracker 2504 -> 2536 on gt 76
V004,1005,reuse,76,65,2504,tracker 2504 matched gt 76 (last frame 1003) now gt 65
V004,1005,reuse,65,76,2536,tracker 2536 matched gt 65 (last frame 997) now gt 76
V004,1009,switch,88,88,2349,tracker 2549 -> 2349 on gt 88
V004,1010,reuse,34,88,2349,tracker 2349 matched gt 34 (last frame 974) now gt 88
V004,1011,switch,87,87,2994,tracker 2643 -> 2994 on gt 87
V004,1015,switch,814,814,2942,tracker 2823 -> 2942 on gt 814
V004,1015,switch,921,921,2823,tracker 2942 -> 2823 on gt 921
V004,1016,reuse,921,814,2942,tracker 2942 matched gt 921 (last frame 1014) now gt 814
V004,1016,reuse,814,921,2823,tracker 2823 matched gt 814 (last frame 1013) now gt 921
V004,1017,switch,88,88,2549,tracker 2349 -> 2549 on gt 88
V004,1018,switch,86,86,2998,tracker 2565 -> 2998 on gt 86
V004,1018,reuse,81,88,2549,tracker 2549 matched gt 81 (last frame 1016) now gt 88
V004,1020,reuse,1187,1163,2937,tracker 2937 matched gt 1187 (last frame 1002) now gt 1163
V004,1026,switch,90,90,2415,tracker 2467 -> 2415 on gt 90
V004,1027,reuse,58,90,2415,tracker 2415 matched gt 58 (last frame 1025) now gt 90
V004,1033,reuse,1184,1085,2917,tracker 2917 matched gt 1184 (last frame 1005) now gt 1085
V004,1037,switch,1171,1171,3012,tracker 3003 -> 3012 on gt 1171
V004,1038,switch,1,1,3003,tracker 3009 -> 3003 on gt 1
V004,1039,reuse,1171,1,3003,tracker 3003 matched gt 1171 (last frame 1035) now gt 1
V004,1042,switch,63,63,3014,tracker 2627 -> 3014 on gt 63
V004,1045,switch,91,91,2467,tracker 2323 -> 2467 on gt 91
